หายใจ	หายใจเข้าออก
การประชุม	การพบปะสังสรรค์	มิตติ้ง
กลุ่มพีแอลโอ	องค์การปลดปล่อยปาเลสไตน์
ศาล	ศาลตุลาการ
เขตอำนาจศาล	เขตอำนาจศาลในสหรัฐอเมริกา
ศาลฎีกา	ศาลตุลาการใหญ่
ศาลฎีกา	ศาลสูงสุด
กรม	ทบวง	หน่วยงาน	หน่วยงานราชการ
หน่วยรบพิเศษของกองทัพอากาศอังกฤษ	หน่วยเอสเอเอส
พนักงานประจำสำนักงาน	พนักงานออฟฟิส	เจ้าหน้าที่ประจำสำนักงาน
ทีมงานวิจัย	ทีมวิจัย
ทีมงานรักษาความปลอดภัย	ทีมรักษาความปลอดภัย	สต๊าฟรักษาความปลอดภัย
ช่างซ่อมบำรุง	ทีมงานซ่อมบำรุง	พนักงานซ่อมบำรุง
วอชิงตัน	เมืองหลวง
การประชุมกลุ่มใหญ่	การประชุมใหญ่
กลุ่มใต้ดิน	ขบวนการต่อต้าน
ประชาธิปไตย	ระบอบประชาธิปไตย
ทุนนิยม	ระบบทุนนิยม
ระบบเศรษฐกิจ	ศก.	เศรษฐกิจ
พหุสังคม	สังคมพหุนิยม
ระบบการเมือง	ระบอบการเมือง
ชนเผ่า	เผ่า
ลูกโซ่	สายโซ่
ระบบสังคม	องค์การทางสังคม	โครงสร้างสังคม
คณะรัฐมนตรี	ครม.
การนัดหมาย	การนัดหมายล่วงหน้า
กลุ่มหัวกะทิ	พวกหัวกะทิ
กองทหารม้า	ทหารม้า
กลุ่มก่อการร้าย	องค์การก่อการร้าย
กองกำลัง	กองทหาร	กองพล
กองกำลังฝ่ายตรงข้าม	กองกำลังศัตรู
กองทหารม้า	ทหารม้า
การรวบรวม	ของเบ็ดเตล็ด
ครอก	ลูกไก่ที่ฟักในคราวเดียวกัน
สาขา	หน่วยงานย่อย
กลุ่มลูกค้า	ลูกค้าทั้งหมด
กลุ่มผู้แทน	คณะผู้แทน
กลุ่มมิชชันนารี	กลุ่มหมอสอนศาสนา
กองกำลังคอมมานโด	คอมมานโด	หน่วยคอมมานโด
กองทหารชั่วคราว	หน่วยทหารเฉพาะกิจ
กองบัญชาการ	ศูนย์บัญชาการ	หน่วยบัญชาการ
กลุ่มผู้หญิง	กลุ่มสตรี	สมาคมสตรี
งานแสดง	นิทรรศการ
กลุ่มทำงาน	คณะทำงาน
โรงเรียนมัธยม	โรงเรียนเตรียมอุดมศึกษา
โรงเรียนราษฎร์	โรงเรียนเอกชน
โรงเรียนกินนอน	โรงเรียนประจำ
ธนาคารพาณิชย์	ธนาคารพาณิิชย์
ธ.	ธนาคาร	สถาบันการเงิน	แบงค์
คนเดินเท้า	คนเดินเ้่ท้า
กองคาราวาน	คาราวาน
ขบวนพาหนะยานยนต์	ขบวนรถยนต์
กลุ่มผู้ติดตาม	คณะผู้ติดตาม
เครือข่าย	เน็ตเวิร์ก
พรรณพืช	พฤกษชาติ	พืชพันธุ์
พุ่มไม้หนา	หมู่ไม้เตี้ยๆ
ป่าละเมาะ	สุมทุมพุ่มไม้
ป่า	ป่าไม้
ทีม	ทีมงาน	ทีมสต๊าฟ	สต๊าฟ
การปกครองแบบเผด็จการ	การปกครอบแบบเผด็จการ	ลัทธิสตาลิน
ระบบรัฐตำรวจ	รัฐตำรวจ
กฎหมายมุสลิม	กฎหมายอิสลาม
ชุด	ซีรีส์
การก้าวหน้าเรขาคณิต	อนุกรมเรขาคณิต
กลุ่มข้อมูล	ข้อมูล	ชุดข้อมูล
ข้อมูลทางการบัญชี	ข้อมูลทางบัญชี
ไปรษณียภัณฑ์	ไปรษณีย์
จดหมายจากแฟนๆ	ไปรษณีย์จากแฟนๆ
