00001740-v	หายใจ	หายใจเข้าออก
04364545-n	เครื่องมือผ่าตัด	เครื่องมือศัลยกรรม
04367371-n	ตะเข็บ	รอยต่อ	แนวต่อ
04367480-n	ไม้ถูพื้น	ไม้ม็อบ
04367950-n	ผ้าห่อตัวทารก	ผ้าห่อตัวเด็ก
04369282-n	ที่ตีแมลงวัน	ไม้ตีแมลงวัน
04370048-n	สเวตเตอร์	เสื้อสเวตเตอร์
04371225-n	สระ	สระว่ายน้ำ	สระแข่งขันว่ายน้ำ
04372370-n	สวิตช์	สวิตช์ไฟฟ้า
04373894-n	กระบี่	ดาบ	พระขรรค์
04376400-n	เครื่องซินธีไซเซอร์	เครื่องสังเคราะห์เสียง
04376876-n	เข็มฉีดยา	ไซริง
04377057-n	ซิสเต็ม	ระบบ
04381587-n	โต๊ะปิงปอง	โต๊ะเทเบิลเทนนิส
04381724-n	ไม้ตีปิงปอง	ไม้ปิงปอง	ไม้เทเบิลเทนนิส
04381994-n	ชุดภาชนะรับประทานอาหาร	เครื่องรับประทานอาหาร
04388743-n	แทงก์	แทงค์
04389033-n	รถถัง	แทงก์
04391838-n	เทป	เทปบันทึก
04392113-n	ตลับเมตร	สายวัด	เทปวัด
04393095-n	เครื่องบันทึกเทป	เครื่องเล่นเทป
04393404-n	ผืนพรมทอประดับผนัง	พรมแขวนผนัง
04395760-n	ไม้กางเขนนักบุญแอนโทนี	ไม้กางเขนแบบเทา
04395875-n	ร้านขายเครื่องดื่มแอลกอฮอล์	ร้านเหล้า
04396335-n	มิเตอร์	มิเตอร์แท็กซี่
04396808-n	ถุงชา	ถุงใส่ใบชา
04397553-n	สวนชา	ไร่ชา
04398044-n	กา	กาน้ำ	กาน้ำชา
04399537-n	ที	ทีตั้งลูก	ที่วางลูกกอล์ฟ	หมุดวางลูกกอล์ฟ
04399700-n	ที	ทีวางลูก	ที่วางลูก
04400499-n	เครื่องรับส่งโทรเลข	เครื่องโทรเลข
04401088-n	เครื่องโทรศัพท์	โทรศัพท์
04402449-n	เสาโทรศัพท์	เสาโทรเลข
04403279-n	ภาพถ่ายระยะไกล	ภาพระยะไกล	โทรภาพ
04403413-n	เลนส์ขยาย	เลนส์ขยายภาพ	เลนส์ซูม	เลนส์ซูมภาพ	เลนส์ถ่ายภาพระยะไกล	เลนส์ถ่ายระยะไกล
04404997-n	กล้องทีวี	กล้องโทรทัศน์
04405762-n	มอนิเตอร์ทีวี	มอนิเตอร์โทรทัศน์	มอนิเตอร์ในห้องส่ง
04405907-n	ทีวี	เครื่องโทรทัศน์	โทรทัศน์
04406239-n	ห้องดูทีวี	ห้องดูโทรทัศน์
04407435-n	วัด	วัดวา	วัดวาอาราม	อาราม
04409128-n	เรือข้ามฟาก	เรือเล็ก
04409515-n	ลูกสักหลาด	ลูกเทนนิส
04409712-n	คอร์ตเทนนิส	สนามเทนนิส
04409806-n	แร็กเก็ตเทนนิส	ไม้เทนนิส
04411264-n	กระโจม	เต็นท์
04411835-n	ไม้แขวน	ไม้แขวนเสื้อ
04412097-n	ผ้าคลุมเต็นท์	ผ้าปิดหน้าเต็นท์
04412901-n	ชานชาลา	ท่ารถ	สถานีรถประจำทาง
04416530-n	ยาอะโครไมซิน	ยาเตตราคาไซลีน	เตตราคาไซคลีน
04417180-n	เครื่องจักรทอผ้า	เครื่องจักรสิ่งทอ	เครื่องจักรอุตสาหกรรมสิ่งทอ
04417361-n	โรงงานสิ่งทอ	โรงงานอุตสาหกรรมสิ่งทอ
04417672-n	หลังคามุงจาก	หลังคามุงฟาง
04417809-n	สถานที่แสดงละคร	เธียเตอร์	โรงมหรสพ	โรงละคร
04418357-n	ม่านเวที	ม่านโรงละคร
04424218-n	ของ	สิ่ง
04424936-n	ยาเพนโททอล	ยาไทโอเพนทอล	ยาไทโอเพนทอลโซเดียม	เพนโททอล	ไทโอเพนทอล	ไทโอเพนทอลโซเดียม
04426618-n	ถนนสาธารณะ	ทางสาธารณะ
04426788-n	ด้าย	เส้นด้าย
04429169-n	ยาละลายลิ่มเลือด	ยาสลายลิ่มเลือด
04430896-n	นิ้วหัวแม่มือ	นิ้วโป้ง
04431158-n	รูค้ำ	รูนิ้วค้ำ
04433185-n	เชือกผูก	เชือกมัดของ
04433585-n	ไม้หมอน	ไม้หมอนรถไฟ
04433800-n	ที่หนีบเน็คไท	ไทคลิป
04435552-n	คัตเตอร์ตัดกระเบื้อง	ที่ตัดกระเบื้อง
04436832-n	ระเบิดตั้งเวลา	ระเบิดเวลา
04437793-n	เครื่องข้ามกาลเวลา	ไทม์แมชชีน
04439122-n	ทิงเจอร์	ยาทิงเจอร์
04439585-n	ง่าม	ซี่
04440749-n	ยาง	ยางรถ
04441902-n	ทางสามแยก	สามแยก
04442831-n	ยาสูบ	ใบยาสูบ
04443257-n	ร้านขายบุหรี่และยาเส้น	ร้านบุหรี่
04445952-n	ทอกเกิลสวิตซ์	สวิตช์เปิด-ปิด
04446276-n	สุขา	ส้วม	ห้องน้ำ	ห้องพระบังคน	ห้องสุขา	ห้องส้วม
04447276-n	แป้ง	แป้งทาตัว
04447861-n	ที่นั่งชักโครก	ที่นั่งโถส้วม	ฝารองนั่ง
04447965-n	สบู่	สบู่อาบน้ำ
04448185-n	เครื่องโทคาแมค	โทคาแมค
04449290-n	ด่านเก็บเงินทางด่วน	ตู้เก็บค่าผ่านทาง
04449550-n	ไม้กระดกกั้นทาง	ไม้กั้นทาง	ไม้แขนกั้นทาง
04451318-n	ที่กดลิ้น	เหล็กกดลิ้น
04451818-n	ทูล	เครื่องมือ
04452848-n	ฟัน	เขี้ยว
04453910-n	ที่ปิด	ฝาปิด
04456011-n	หมวกพ่อครัว	หมวกเชฟ
04456115-n	คบเพลิง	คบไฟ
04458409-n	รูปสลักบนเสา	โทเทม
04459909-n	ราวตากผ้าเช็ดตัว	ราวแขวนผ้าเช็ดตัว
04460130-n	ทาวเวอร์	หอคอย
04460634-n	บาเบล	หอคอยบาเบล
04461696-n	รถยก	รถลาก
04461879-n	ของเล่น	ทอย
04462240-n	ร้านของเล่น	ร้านขายของเล่น
04465501-n	รถแทรกเตอร์	แทรกเตอร์
04465933-n	ถนนรอบเกาะ	วงเวียน
04466386-n	ช่องทางจราจร	ช่องทางเดินรถ
04467099-n	รถพ่วง	รถเทรเลอร์	เทรเลอร์
04467307-n	รถเทรเลอร์	เทรเลอร์
